caseid_new	weight1	weight2	ppage	ppagecat	ppagect4	ppeduc	ppeducat	ppethm	ppgender	pphhhead	pphouseholdsize	pphouse	ppincimp	hhinc	ppmarit	ppmsacat	ppreg4	ppreg9	pprent	ppt01	ppt1317	ppt18ov	ppt25	ppt612	children_in_hh	ppwork	ppnet	ppq14arace	pphispan	pprace_white	pprace_black	pprace_nativeamerican	pprace_asianindian	pprace_chinese	pprace_filipino	pprace_japanese	pprace_korean	pprace_vietnamese	pprace_otherasian	pprace_hawaiian	pprace_guamanian	pprace_samoan	pprace_otherpacificislander	pprace_someotherrace	papglb_friend	pppartyid3	papevangelical	papreligion	ppppcmdate_yrmo	pppadate_yrmo	pphhcomp11_member2_age	pphhcomp11_member3_age	pphhcomp11_member4_age	pphhcomp11_member5_age	pphhcomp11_member6_age	pphhcomp11_member7_age	pphhcomp11_member8_age	pphhcomp11_member9_age	pphhcomp11_member10_age	pphhcomp11_member11_age	pphhcomp11_member12_age	pphhcomp11_member13_age	pphhcomp11_member14_age	pphhcomp11_member15_age	pphhcomp11_member2_gender	pphhcomp11_member3_gender	pphhcomp11_member4_gender	pphhcomp11_member5_gender	pphhcomp11_member6_gender	pphhcomp11_member7_gender	pphhcomp11_member8_gender	pphhcomp11_member9_gender	pphhcomp11_member10_gender	pphhcomp11_member11_gender	pphhcomp11_member12_gender	pphhcomp11_member13_gender	pphhcomp11_member14_gender	pphhcomp11_member15_gender	pphhcomp11_member2_relationship	pphhcomp11_member3_relationship	pphhcomp11_member4_relationship	pphhcomp11_member5_relationship	pphhcomp11_member6_relationship	pphhcomp11_member7_relationship	pphhcomp11_member8_relationship	pphhcomp11_member9_relationship	pphhcomp11_member10_relationship	pphhcomp11_member11_relationship	pphhcomp11_member12_relationship	pphhcomp11_member13_relationship	pphhcomp11_member14_relationship	pphhcomp11_member15_relationship	irb_consent	weight3	weight4	weight5	weight6	weight7	weight_couples_coresident	HCMST_main_interview_yrmo	duration	qflag	glbstatus	papglb_status	recsource	s1	s1a	s2	q3_codes	q4	q5	q6a	q6b	q7a	q7b	q8a	q8b	q9	q10	q11	q12	q13a	q13b	q14	q15a1_compressed	q16	q17a	q17b	q17c	q17d	gender_attraction	q18a_1	q18a_2	q18a_3	q18a_refused	q18b_codes	q18c_codes	q19	q20	q21a	q21a_refusal	q21b	q21b_refusal	q21c	q21c_refusal	q21d	q21d_refusal	q21e	q21e_refusal	q22	q23	q24_codes	q25	q26	q27	q28	q29	q30	q31_1	q31_2	q31_3	q31_4	q31_5	q31_6	q31_7	q31_8	q31_9	q31_other_text_entered	q32	q33_1	q33_2	q33_3	q33_4	q33_5	q33_6	q33_7	q33_other_text_entered	q34	q35_codes	q35_text_entered	q24_met_online	summary_q24_total	q24_R_cowork	q24_R_friend	q24_R_family	q24_R_sig_other	q24_R_neighbor	q24_P_cowork	q24_P_friend	q24_P_family	q24_P_sig_other	q24_P_neighbor	q24_btwn_I_cowork	q24_btwn_I_friend	q24_btwn_I_family	q24_btwn_I_sig_other	q24_btwn_I_neighbor	q24_school	q24_college	q24_military	q24_church	q24_vol_org	q24_customer	q24_bar_restaurant	q24_internet_dating	q24_internet_social_networking	q24_internet_game	q24_internet_chat	q24_internet_community	q24_internet_other	q24_public	q24_private_party	q24_blind_date	q24_vacation	q24_singles_service_non_internet	q24_business_trip	q24_work_neighbor	q24_fam_sister_active	q24_fam_brother_active	q24_fam_mother_active	q24_fam_father_active	q24_fam_other_active	q24_fam_cousins_active	q24_fam_aunt_niece_active	q24_fam_uncle_nephew_active	q24_fam_grandmother_active	q24_fam_grandfather_active	q24_fam_sister_passive	q24_fam_brother_passive	q24_fam_mother_passive	q24_fam_father_passive	q24_fam_other_passive	q24_fam_cousins_passive	q24_fam_aunt_niece_passive	q24_fam_uncle_nephew_passive	q24_fam_grandmother_passive	q24_fam_grandfather_passive	q24_fam_female	q24_fam_male	distancemoved_10mi	marrynotreally	marrycountry	civilnotreally	partner_deceased	partner_religion_reclassified	partner_religion_child_reclass	own_religion_child_reclass	q32_internet	how_met_online	either_internet	either_internet_adjusted	same_sex_couple	potential_partner_gender_recodes	alt_partner_gender	how_long_ago_first_met	how_long_ago_first_romantic	how_long_ago_first_cohab	how_long_ago_first_met_cat	how_long_relationship	respondent_race	partner_race	age_difference	met_through_friends	met_through_family	met_through_as_neighbors	met_through_as_coworkers	respondent_religion_at_16	respondent_relig_16_cat	partner_religion_at_16	partner_relig_16_cat	married	parental_approval	respondent_yrsed	partner_yrsed	home_country_recode	US_raised	partner_mom_yrsed	respondent_mom_yrsed	relationship_quality	coresident	pp2_afterp1	pp2_pphhhead	pp2_pphhsize	pp2_pphouse	pp2_ppincimp	pp2_ppmarit	pp2_ppmsacat	pp2_ppeduc	pp2_ppeducat	pp2_respondent_yrsed	pp2_ppethm	pp2_ppreg4	pp2_ppreg9	pp2_pprent	pp2_ppt01	pp2_ppt1317	pp2_ppt18ov	pp2_ppt25	pp2_ppt612	pp2_ppwork	pp2_ppnet	pp2_ppcmdate_yrmo	pp_igdr1	pp_ieduc1	pp2_igdr2	pp2_ieduc2	w2_deceased	w2_multiname	w2_panelstat	w2_donotcontact	w2_assigned	w2_f1complete	w2_HCMST_interview_fin_yrmo	w2_duration	w2_xmarry	w2_xss	w2_source	w2_q1	w2_q2	w2_q3	w2_q4	w2_q5	w2_q6	w2_q7	w2_q8	w2_q9	w2_q10	w2_broke_up	w2_days_elapsed	pp3_pphhhead	pp3_pphhsize	pp3_pphouse	pp3_ppincimp	pp3_ppmarit	pp3_ppmsacat	pp3_pprent	pp3_ppreg4	pp3_ppreg9	interstate_mover_pp1_pp2	interstate_mover_pp2_pp3	interstate_mover_pp1_pp3	pp3_ppt01	pp3_ppt1317	pp3_ppt18ov	pp3_ppt25	pp3_ppt612	pp3_ppwork	pp3_ppnet	pp3_ppcmdate_yrmo	pp3_ppeduc	pp3_ppeducat	pp3_respondent_yrsed	pp3_ppethm	pp3_newer	w2w3_combo_breakup	w3_broke_up	w3_xpartnered	w3_xdeceased	w3_multiname	w3_xss	w3_xlast	w3_xyear	w3_xmonth	w3_xqualified	w3_status	w3_complete	w3_source	w3_HCMST_interview_fin_yrmo	w3_days_elapsed	w3_duration	w3_xmarry	w3_xtype	w3_q1	w3_q2	w3_q3	w3_q4	w3_mbtiming_year	w3_mbtiming_month	w3_q5	w3_q6	w3_q7	w3_q8	w3_q9	w3_q10	w3_nonmbtiming_year	w3_nonmbtiming_month
4010416	2470	2470	41	3	2	12	4	1	2	1	2	1	17	137250	6	1	2	3	1	0	0	2	0	0	0	1	1	-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	13	200710	200709	48	 	 	 	 	 	 	 	 	 	 	 	 	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	8	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2470	4590	6131	4525	4525	1436.79895	200903	8	1	1	1	2	2	 	1	 	2	1	1	1	2	13	2	3	51	13	12	3	2	3	9	1	10	 	1	5	 	5	0	0	1	0	 	 	1	 	30	 	32	 	33	 	 	 	 	 	 	1	 	2	2	2	2	3	1	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	 	1	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 		 	0	 	 	 	0	 	0	0	1	 	2	11	9	8	4	9	1	1	10	0	0	0	1	3	2	3	2	0	1	16	17	 	1	16	12	5	1	1	1	2	1	17	5	1	12	4	16	1	2	3	1	0	0	2	0	0	1	1	200907	0	0	0	0	0	 	1	2	1	1	201003	0	2	1	1	 	 	 	 	1	1	2	1	 	 	0	369	1	2	1	18	6	1	1	2	3	0	0	0	0	0	2	0	0	1	0	201107	12	4	16	1	1	0	0	1	0	 	1	1	2010	3	1	1	1	1	201104	753	1	2	1	 	 	 	 	 	 	1	1	2	1	 	 	 	 
4011225	42201	42201	22	1	1	10	3	1	2	1	2	1	10	37250	5	0	2	4	1	0	0	3	0	0	0	1	1	-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	2	2	200801	200709	24	 	 	 	 	 	 	 	 	 	 	 	 	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	7	 	 	 	 	 	 	 	 	 	 	 	 	 	1	42201	41148	54880	 	 	22824.32422	200903	11	1	0	2	1	2	 	1	 	1	 	1	1	2	2	1	 	25	12	10	2	1	 	10	1	3	 	1	1	 	1	0	0	1	0	 	 	1	 	18	 	20	 	22	 	 	 	 	 	7	3	 	2	1	2	2	1	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	 	1	0	5	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 		 	0	 	 	 	0	 	0	0	0	 	1	4	2	0	2	4	1	1	3	1	0	1	0	2	1	2	1	0	1	13	16	 	1	13	13	5	1	1	1	7	1	11	1	0	12	4	16	1	2	4	1	0	0	4	0	3	1	1	200905	0	0	0	0	0	 	1	2	1	1	201003	0	2	2	1	 	 	 	 	1	1	1	 	 	 	0	370	1	2	1	9	1	0	1	2	4	0	0	0	0	0	2	0	0	1	1	201107	12	4	16	1	1	0	0	1	0	 	2	1	2010	3	1	1	1	1	201104	753	0	1	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 
4012515	2490	 	51	4	3	10	3	1	1	1	1	3	11	45000	5	1	4	9	2	0	0	1	0	0	0	1	1	-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	 	2	200607	200608	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	2851	 	3431	 	 	200903	0	2	1	1	2	2	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	2	1	 	 	0	 	13	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
4013336	22455	22455	33	2	2	9	2	1	2	1	2	4	12	55000	6	1	4	8	1	0	0	2	0	0	0	1	1	-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	12	200712	200711	37	 	 	 	 	 	 	 	 	 	 	 	 	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	8	 	 	 	 	 	 	 	 	 	 	 	 	 	1	22455	59548	79540	64800	64800	13062.65527	200903	10	1	1	1	2	2	 	1	 	2	1	1	1	2	13	1	 	38	11	9	5	2	2	11	1	0	 	2	5	 	5	0	0	1	0	 	 	1	 	21	 	21	 	21	 	 	 	 	 	 	3	 	2	 	2	2	1	2	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	3	 	1	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	820	 		 	0	 	 	 	0	 	0	0	1	 	2	12	12	12	4	12	1	1	5	1	0	0	0	2	1	13	5	0	0	12	14	 	1	12	14	3	1	1	1	2	4	11	6	1	9	2	12	1	4	8	1	0	0	2	0	0	1	1	200904	0	0	0	0	0	 	1	2	1	1	201004	1	2	1	1	 	 	 	 	1	1	2	1	 	 	0	388	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	1	0	 	1	1	2010	4	1	2	1	2	201104	777	1	2	1	 	 	 	 	 	 	1	1	2	1	 	 	 	 
4014721	24520	24520	72	6	4	9	2	2	2	1	2	1	10	37250	1	1	2	3	1	0	0	4	0	0	0	5	0	-2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1	11	200711	200710	68	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	1	24520	23351	31143	 	 	12866.87012	200903	28	1	0	2	1	1	 	 	 	1	 	1	2	2	1	1	 	69	9	7	2	1	 	9	1	6	4	 	1	 	1	 	 	 	 	 	 	1	 	61	 	61	 	62	 	62	 	 	 	 	2	 	2	 	2	2	3	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	3	 	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 		 	0	 	 	 	0	 	0	0	0	 	1	11	11	10	4	11	2	2	3	0	0	0	0	11	1	1	1	1	1	12	12	 	1	11	12	3	1	1	1	2	1	10	1	1	9	2	12	2	2	3	1	0	0	2	0	0	5	1	200904	0	0	0	0	0	 	1	2	1	1	201004	1	1	2	1	1	1	 	 	 	 	 	 	 	 	0	409	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	1	0	 	2	1	2010	4	1	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
4016605	1957	1957	60	5	4	12	4	1	1	1	2	1	13	67250	5	1	4	9	1	0	0	2	0	0	0	2	1	-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	 	13	200602	200505	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1957	2020	2699	 	 	1302.657349	200903	58	1	1	1	3	2	 	1	 	1	1	1	1	2	13	2	2	60	11	12	2	1	 	9	1	1	 	1	 	5	5	0	0	1	0	 	 	1	 	23	 	23	 	25	 	 	 	 	 	 	1	 	2	2	2	2	3	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	2	 	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	 		 	0	 	 	 	0	 	0	0	1	 	1	37	37	35	7	37	1	1	0	0	0	0	0	13	5	2	1	0	1	16	14	 	1	16	12	4	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	0	 	2	2	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	1	0	 	 	2	2009	3	1	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
4018584	133755	133755	58	5	3	11	3	4	2	1	2	1	6	17250	4	1	4	8	1	0	0	2	0	0	0	1	0	-2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	2	3	200710	200709	18	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	1	133755	137192	182974	 	 	 	200903	54	1	0	2	1	1	 	 	 	1	 	2	1	2	3	1	 	58	10	4	2	1	 	9	1	15	2	 	1	 	1	 	 	 	 	 	 	2	1	27	 	27	 	28	 	34	 	 	 	 	3	 	2	1	2	2	3	2	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	3	 	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	 		 	0	 	 	 	0	 	0	0	0	 	1	31	31	30	7	31	6	6	0	0	0	0	0	3	2	3	2	1	0	14	13	 	1	7.5	12	3	0	1	1	1	1	7	4	1	11	3	14	4	4	8	1	0	0	1	0	0	1	0	200906	0	0	0	0	0	 	1	2	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	1	0	 	 	2	2009	3	1	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
4020486	2066	2066	48	4	3	11	3	1	1	1	4	1	11	45000	6	1	4	8	1	0	0	6	0	0	0	6	1	-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	 	13	200806	200609	42	63	54	 	 	 	 	 	 	 	 	 	 	 	2	3	2	 	 	 	 	 	 	 	 	 	 	 	8	7	9	 	 	 	 	 	 	 	 	 	 	 	1	2066	2366	3161	 	 	1374.509766	200903	38	1	1	1	3	2	 	1	 	1	1	1	1	2	12	1	 	43	7	9	3	1	 	10	1	0	 	1	 	4	4	0	0	1	0	 	 	1	 	32	 	32	 	32	 	 	 	 	 	 	1	 	2	 	2	2	2	3	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	1	1	1	 	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	 		 	0	12	 	 	0	 	0	0	1	 	1	16	16	16	5	16	1	1	5	0	0	0	0	13	5	12	4	0	0	14	11	 	1	12	13	5	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	0	 	2	2	1	1	201004	5	2	1	2	 	 	 	 	1	1	2	1	 	 	0	397	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	1	0	 	1	1	2010	4	1	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
4021321	50751	50751	32	2	2	14	4	1	1	1	3	1	17	137250	1	1	1	1	1	0	0	2	0	0	0	1	1	-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	13	200711	200709	39	1	 	 	 	 	 	 	 	 	 	 	 	 	3	2	 	 	 	 	 	 	 	 	 	 	 	 	2	3	 	 	 	 	 	 	 	 	 	 	 	 	1	50751	49037	65400	 	 	33765.30469	200903	15	1	0	2	1	1	 	 	 	1	2	1	1	2	13	1	 	32	14	12	2	1	 	14	1	0	2	 	 	5	5	 	 	 	 	 	 	1	 	0	 	0	 	0	 	 	1	 	 	 	3	 	2	2	2	2	1	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	2	 	1	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	 		 	0	 	 	 	0	 	0	0	1	 	1	32	32	32	7	 	1	1	0	1	0	1	0	13	5	13	5	1	1	20	20	 	1	16	20	4	1	1	1	4	1	17	1	1	14	4	20	1	1	1	1	1	0	2	1	0	1	1	200906	0	0	0	0	0	 	2	2	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	1	0	 	 	2	2009	3	1	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
4022195	95637	 	19	1	1	12	4	1	2	0	7	1	12	55000	5	1	1	2	1	0	1	3	0	0	1	7	1	-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	1	200801	200801	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	2	3	2	2	2	 	 	 	 	 	 	 	 	5	6	6	6	6	6	 	 	 	 	 	 	 	 	1	 	95397	 	 	 	 	200903	130	2	0	2	1	2	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	1	1	 	 	0	 	16	 	 	 	 	 	 	 	1	0	4	1	1	5	1	9	2	12	1	1	2	2	0	1	3	0	0	7	1	200904	0	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
4023485	2920	 	48	4	3	11	3	1	1	1	1	3	15	92250	5	1	3	7	2	0	0	2	0	0	0	1	1	-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	13	200711	200711	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	3200	 	3349	 	 	200903	0	2	1	1	2	2	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	13	5	 	 	0	 	14	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
4025562	783	 	56	5	3	13	4	3	1	1	2	1	13	67250	2	1	3	7	1	0	0	1	0	0	0	2	1	-2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	13	200711	200709	70	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	7	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	923	 	749	 	 	200903	2	2	1	1	2	2	 	-1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	 	 	 	 	 	 	13	5	 	 	0	 	17	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
4027356	126042	126042	35	3	2	6	1	1	2	1	7	1	4	11250	6	0	2	3	1	0	2	3	0	1	3	7	1	-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	2	1	200710	200711	37	17	14	12	8	6	 	 	 	 	 	 	 	 	2	3	3	2	2	2	 	 	 	 	 	 	 	 	8	3	3	3	3	3	 	 	 	 	 	 	 	 	1	126042	129500	172714	 	 	68167.94531	200903	16	1	0	2	1	2	 	1	 	1	 	1	1	2	13	1	 	38	6	5	5	1	 	6	1	1	 	1	1	 	1	0	0	1	0	 	 	1	 	15	 	16	 	16	 	 	 	 	 	 	3	 	1	 	1	2	3	1	0	0	0	0	0	0	0	0	1	1	2	0	1	0	0	0	0	0	0	1	 	1	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 		 	0	 	 	 	0	 	0	0	0	 	1	20	19	19	5	19	1	1	3	1	0	0	0	1	1	13	5	0	1	10	10	 	1	9	10	5	1	1	0	7	1	6	6	0	6	1	10	1	2	3	1	0	2	3	0	2	7	1	200904	0	0	0	0	0	 	1	2	1	1	201004	0	2	2	1	 	 	 	 	1	1	2	 	 	 	0	394	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	1	0	 	2	1	2010	4	1	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
